bins,n_marginals,n_numeric_pairs,numeric_pairs,fit_secs,KSComplement,TVComplement,CorrelationSimilarity,ContingencySimilarity,xgb_syn_id,xgb_gt,linear_syn_id,ceiling_KSComplement,ceiling_TVComplement,ceiling_CorrelationSimilarity,ceiling_ContingencySimilarity
32,33,0,-,152.6,0.9370905542907586,0.9879024764205733,0.8552187995519184,0.933693855742362,0.7103363716945703,0.9198840726437556,0.7085665296040149,0.9378525298517865,1.0,0.999369599799955,1.0
32,30,0,-,82.1,0.9375180039957256,0.9933791757654602,0.8970582899466514,0.9647171464413485,0.7773483597211583,0.9198840726437556,0.7554007289949247,0.9378525298517865,1.0,0.999369599799955,1.0
32,35,0,-,85.7,0.9371370162152116,0.9942735678111788,0.912241984442596,0.9515053663522741,0.7948065638390125,0.9198840726437556,0.7684442386198618,0.9378525298517865,1.0,0.999369599799955,1.0
