method,epsilon,n_runs,tstr_xgboost_auc_mean,tstr_xgboost_auc_std,trtr_xgboost_auc_mean,trtr_xgboost_auc_std,retention_xgboost_mean,retention_xgboost_std,tstr_logistic_regression_auc_mean,tstr_logistic_regression_auc_std,trtr_logistic_regression_auc_mean,trtr_logistic_regression_auc_std,retention_logistic_regression_mean,retention_logistic_regression_std
dpctgan,0.1,5,0.534913208053886,0.14630857004146175,0.9273908159858315,1.2412670766236366e-16,0.5767937301441407,0.15776366071291462,0.44535380919199835,0.08350419881222398,0.9019926037220916,0.0,0.4937444135952296,0.09257747620949677
