method,epsilon,n_runs,tstr_xgboost_auc_mean,tstr_xgboost_auc_std,trtr_xgboost_auc_mean,trtr_xgboost_auc_std,retention_xgboost_mean,retention_xgboost_std,tstr_logistic_regression_auc_mean,tstr_logistic_regression_auc_std,trtr_logistic_regression_auc_mean,trtr_logistic_regression_auc_std,retention_logistic_regression_mean,retention_logistic_regression_std
aim,0.1,5,0.7267686286037802,0.045860862220325406,0.9273908159858315,1.2412670766236366e-16,0.7836702888104549,0.04945149491433614,0.6788040204105334,0.045768464951543,0.9019926037220916,0.0,0.7525605172475187,0.05074150803751436
