method,epsilon,run_idx,seed,tstr_xgboost_auc,trtr_xgboost_auc,retention_xgboost,tstr_logistic_regression_auc,trtr_logistic_regression_auc,retention_logistic_regression
dpctgan,10.0,0,100,0.6541987849490463,0.9273908159858316,0.7054186581022179,0.8151191824173272,0.9019926037220916,0.9036872132362512
dpctgan,10.0,1,101,0.6867271651714426,0.9273908159858316,0.7404938169906723,0.6039079058154052,0.9019926037220916,0.6695264499103057
dpctgan,10.0,2,102,0.7466902745115118,0.9273908159858316,0.8051516810825519,0.7188302049763378,0.9019926037220916,0.796935808575447
dpctgan,10.0,3,103,0.5512682185059374,0.9273908159858316,0.5944292406216362,0.6140508412449555,0.9019926037220916,0.6807714816186538
dpctgan,10.0,4,104,0.7492639106639957,0.9273908159858316,0.8079268176356867,0.7226710616090352,0.9019926037220916,0.8011939994041167
