method,epsilon,n_runs,tstr_xgboost_auc_mean,tstr_xgboost_auc_std,trtr_xgboost_auc_mean,trtr_xgboost_auc_std,retention_xgboost_mean,retention_xgboost_std,tstr_logistic_regression_auc_mean,tstr_logistic_regression_auc_std,trtr_logistic_regression_auc_mean,trtr_logistic_regression_auc_std,retention_logistic_regression_mean,retention_logistic_regression_std
dpctgan,10.0,5,0.6776296707603867,0.08139382462348488,0.9273908159858315,1.2412670766236366e-16,0.730684042886553,0.08776647689460018,0.6949158392126122,0.08748240510995088,0.9019926037220916,0.0,0.770422990548955,0.09698794064269806
