method,epsilon,run_idx,seed,tstr_xgboost_auc,trtr_xgboost_auc,retention_xgboost,tstr_logistic_regression_auc,trtr_logistic_regression_auc,retention_logistic_regression
dpctgan,0.1,0,100,0.49474675550910197,0.9273908159858316,0.533482483307944,0.3921161411607583,0.9019926037220916,0.4347221247077668
dpctgan,0.1,1,101,0.33692776834189825,0.9273908159858316,0.3633072082816978,0.437367897686032,0.9019926037220916,0.4848907805687365
dpctgan,0.1,2,102,0.48333777908428416,0.9273908159858316,0.5211802518989669,0.5373501146822286,0.9019926037220916,0.5957367194196959
dpctgan,0.1,3,103,0.6893222135121795,0.9273908159858316,0.7432920421790232,0.3403656040414598,0.9019926037220916,0.3773485532330686
dpctgan,0.1,4,104,0.6702315238219667,0.9273908159858316,0.7227066650530711,0.5195692883895131,0.9019926037220916,0.57602389004688
