method,epsilon,n_runs,tstr_xgboost_auc_mean,tstr_xgboost_auc_std,trtr_xgboost_auc_mean,trtr_xgboost_auc_std,retention_xgboost_mean,retention_xgboost_std,tstr_logistic_regression_auc_mean,tstr_logistic_regression_auc_std,trtr_logistic_regression_auc_mean,trtr_logistic_regression_auc_std,retention_logistic_regression_mean,retention_logistic_regression_std
aim,10.0,5,0.733154958917632,0.03252423710902789,0.9273908159858315,1.2412670766236366e-16,0.7905566307967761,0.03507069139395573,0.7929323084516448,0.05734481577679947,0.9019926037220916,0.0,0.8790895902910876,0.06357570510020245
