method,epsilon,n_runs,tstr_xgboost_auc_mean,tstr_xgboost_auc_std,trtr_xgboost_auc_mean,trtr_xgboost_auc_std,retention_xgboost_mean,retention_xgboost_std,tstr_logistic_regression_auc_mean,tstr_logistic_regression_auc_std,trtr_logistic_regression_auc_mean,trtr_logistic_regression_auc_std,retention_logistic_regression_mean,retention_logistic_regression_std
dpctgan,100.0,5,0.6350942862120025,0.08526845986885684,0.9273908159858315,1.2412670766236366e-16,0.6848183907632154,0.09194447303019176,0.5957008862468426,0.06833629910147918,0.9019926037220916,0.0,0.6604276839839599,0.07576148498279031
