method,epsilon,run_idx,seed,tstr_xgboost_auc,trtr_xgboost_auc,retention_xgboost,tstr_logistic_regression_auc,trtr_logistic_regression_auc,retention_logistic_regression
aim,0.1,0,100,0.6832462329065412,0.9273908159858316,0.7367403484368553,0.623800191620939,0.9019926037220916,0.691580162682947
aim,0.1,1,101,0.7510665265801468,0.9273908159858316,0.8098705676546417,0.7247691838690009,0.9019926037220916,0.8035200963713289
aim,0.1,2,102,0.7838791626745638,0.9273908159858316,0.8452522379589099,0.7114922662079377,0.9019926037220916,0.7888005547628105
aim,0.1,3,103,0.6766086360073165,0.9273908159858316,0.7295830671862654,0.6977413770577476,0.9019926037220916,0.7735555415626504
aim,0.1,4,104,0.7390425848503325,0.9273908159858316,0.7969052228156024,0.6362170832970414,0.9019926037220916,0.7053462308578564
